Problem,Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,BEASTpred,bRate,TEST_TRAIN
457,27,0.8,21,-,1,67,0.2,27,-,1,0,9.2,13.6,6.0,40.0,23.0,0.777777778,1,0.394,0.3585,1.0,0.0,0.0,1,9.2,9.2,0.0,1.0,0.85,TRAIN
3877,-5,1.0,-5,-,1,-11,0.95,-42,-,1,0,-7.55,6.756293362,-37.0,-6.0,-21.5,0.119047619,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-7.55,-7.55,0.0,0.0,0.15,TRAIN
13361,25,0.9,-22,-,1,24,0.99,-11,Symm,2,0,3.35,-10.58218818,11.0,-0.5,10.83333333,0.5,1,-0.7922,-0.7932,-0.0076,0.095,0.0929,0,3.35,3.35,8.46,0.8513,0.533333333,TRAIN
14404,13,1.0,13,-,1,10,0.8,5,-,1,0,-4.0,2.0,-8.0,-3.0,-5.5,0.384615385,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-4.0,-4.0,0.0,0.0,0.146666667,TRAIN
3598,17,1.0,17,-,1,16,0.75,14,-,1,0,-1.5,0.866025404,-3.0,-1.0,-2.0,0.823529412,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-1.5,-1.5,0.0,0.0,0.117647059,TRAIN
7865,-1,1.0,-1,-,1,0,0.75,-16,Symm,2,0,-3.0,6.941721688,-15.0,1.5,-4.333333333,0.0625,1,0.5014,0.4968,0.3342,0.3706,0.3623,0,-3.0,-3.0,12.375,0.1971,0.375,TRAIN
12768,19,0.6,-36,-,1,19,0.1,-11,L-skew,2,0,-5.0,-17.93883333,25.0,1.0,17.5,0.305555556,1,-0.1076,-0.1252,0.669,-0.4981,-0.5085,0,-5.0,-5.0,-56.0,0.4102,0.35,TRAIN
10648,3,1.0,3,-,1,13,0.25,2,-,1,0,1.75,4.763139721,-1.0,10.0,4.5,0.666666667,1,-0.4938,-0.4978,0.0022,0.0,0.0,0,1.75,1.75,0.0,0.7745,0.7375,TRAIN
2421,15,1.0,15,-,1,14,0.95,6,Symm,8,0,-1.4,2.168524844,-9.0,2.5,-1.888888889,0.4,1,-0.5594,-0.569,-0.332,0.0,0.0,0,-1.4,-1.4,-1.78e-15,0.2176,0.235294118,TRAIN
13595,-3,1.0,-3,-,1,5,0.99,-30,L-skew,4,0,7.65,5.73737745,-27.0,11.0,-1.0,0.1,1,0.7366,0.7286,0.1808,0.8682,0.8635,0,7.65,7.65,65.835,0.8617,0.8625,TRAIN
3703,25,0.8,-12,-,1,18,1.0,18,Symm,6,0,0.4,-13.68196601,27.5,-4.5,11.5,0.0,1,-0.6108,-0.6066,0.001,0.1959,0.2017,0,0.4,0.4,14.8,0.5285,0.433333333,TRAIN
8317,5,1.0,5,-,1,7,0.95,-4,Symm,2,0,1.45,2.446425965,-9.0,2.5,-1.666666667,0.0,1,0.8944,0.8952,0.3402,-0.0506,-0.0514,0,1.45,1.45,-1.15,0.6302,0.653333333,TRAIN
8016,16,1.0,16,-,1,20,0.9,-33,-,1,0,-1.3,15.9,-49.0,4.0,-22.5,0.0,1,0.8022,0.791,0.0016,-0.1011,-0.103,0,-1.3,-1.3,-10.6,0.4451,0.389473684,TRAIN
13765,26,1.0,26,-,1,42,0.8,-4,-,1,0,6.8,18.4,-30.0,16.0,-7.0,0.0,1,0.611,0.6112,-0.0042,-0.1992,-0.2039,0,6.8,6.8,-18.4,0.6595,0.6625,TRAIN
8886,40,0.25,-4,-,1,9,0.4,-4,-,1,0,-5.8,-12.68388555,0.0,-31.0,-15.5,1.0,1,-0.1019,0.0436,-0.4975,0.1478,0.1544,0,-5.8,-5.8,13.2,0.221,0.275520833,TRAIN
8978,70,0.4,-8,-,1,46,0.25,18,R-skew,4,0,1.8,-25.87307731,26.0,-13.0,11.4,0.0,1,0.207,0.1948,-0.0028,0.5997,0.5941,0,1.8,1.8,93.6,0.6799,0.4125,TRAIN
1218,117,0.05,17,-,1,23,0.95,2,-,1,0,-0.05,-17.21765083,-15.0,-94.0,-54.5,0.117647059,1,0.8012,0.7982,-1.0,0.0,0.0,0,-0.05,-0.05,0.0,0.4989,0.45,TRAIN
8217,14,1.0,14,-,1,17,0.05,16,-,1,0,2.05,0.217944947,2.0,3.0,2.5,0.875,1,1.0,1.0,1.0,0.0,0.0,1,2.05,2.05,0.0,1.0,0.888888889,TRAIN
13589,69,0.25,-3,-,1,31,0.25,14,-,1,1,3.25,-23.8156986,17.0,-38.0,-10.5,0.0,1,0.4982,0.5038,-0.003,0.7547,0.745,0,3.25,3.25,108.0,0.7464,0.7375,TRAIN
13615,109,0.1,-7,-,1,-3,0.8,-8,-,1,1,-8.6,-32.8,-1.0,-112.0,-56.5,0.875,1,0.4046,0.3882,-1.0,-0.1031,-0.0987,0,-8.6,-8.6,-23.4,0.0449,0.333333333,TRAIN
3361,5,1.0,5,-,1,12,0.01,7,Symm,8,0,2.05,0.514781507,2.0,10.5,6.444444444,0.714285714,1,1.0,1.0,1.0,0.0,0.0,1,2.05,2.05,-1.78e-15,1.0,0.922222222,TRAIN
2034,24,1.0,24,-,1,31,0.6,7,-,1,0,-2.6,11.75755077,-17.0,7.0,-5.0,0.291666667,1,0.1828,0.2054,-0.0064,0.0,0.0,0,-2.6,-2.6,0.0,0.3636,0.344444444,TRAIN
1519,3,0.25,-2,-,1,-1,1.0,-1,Symm,6,0,-0.25,-1.047029521,-1.5,-1.5,-1.5,0.571428571,1,0.1198,0.2324,-0.6556,-0.0648,-0.0617,0,-0.25,-0.25,-0.8125,0.4161,0.4,TRAIN
819,69,0.2,4,-,1,37,0.5,-15,-,1,1,-6.0,-3.55e-15,-19.0,-32.0,-25.5,0.0,1,-0.3988,-0.3876,-1.0,-0.5014,-0.4991,0,-6.0,-6.0,-84.0,0.1854,0.325,TRAIN
10782,14,0.05,11,-,1,32,0.25,1,-,1,1,-2.4,12.76955892,-10.0,18.0,4.0,0.090909091,1,-0.4718,-0.5112,0.0108,0.0,0.0,0,-2.4,-2.4,0.0,0.2815,0.293333333,TRAIN
5107,14,0.6,-24,-,1,-1,0.8,-9,-,1,0,-1.4,-15.41612205,15.0,-15.0,0.0,0.375,1,-0.1982,-0.1884,-0.0024,-0.6008,-0.6028,0,-1.4,-1.4,-45.6,0.3817,0.275,TRAIN
7244,29,1.0,29,-,1,37,0.1,29,Symm,8,0,0.8,2.436185543,0.0,11.5,7.111111111,1.0,1,0.0958,0.0988,0.888,0.0,0.0,1,0.8,0.8,-1.78e-15,1.0,0.8625,TRAIN
6023,9,0.5,-11,-,1,46,0.2,-6,-,1,-1,5.4,10.8,5.0,37.0,21.0,0.545454545,1,0.4104,0.0032,1.0,-0.2969,-0.2977,0,5.4,5.4,-34.2,0.6765,0.4875,TRAIN
820,30,1.0,30,-,1,44,0.5,10,-,1,0,-3.0,17.0,-20.0,14.0,-3.0,0.333333333,1,0.011,0.0072,-0.0046,0.0,0.0,0,-3.0,-3.0,0.0,0.366,0.221052632,TRAIN
14067,25,1.0,25,-,1,103,0.25,-4,-,1,0,-2.25,46.3323591,-29.0,78.0,24.5,0.0,1,-0.5024,-0.4956,0.005,-0.7496,-0.7462,0,-2.25,-2.25,-160.5,0.3142,0.366666667,TRAIN
7673,44,0.5,14,-,1,66,0.25,22,-,1,0,4.0,4.052558883,8.0,22.0,15.0,0.636363636,1,0.5098,0.2488,1.0,0.0,0.0,0,4.0,4.0,0.0,0.7539,0.776470588,TRAIN
10318,4,1.0,4,-,1,17,0.2,3,-,1,0,1.8,5.6,-1.0,13.0,6.0,0.75,1,-0.6046,-0.6006,0.0048,0.0,0.0,0,1.8,1.8,0.0,0.7805,0.7125,TRAIN
4238,9,0.25,8,-,1,46,0.1,7,-,1,0,2.65,11.2669873,-1.0,37.0,18.0,0.875,1,-0.7988,-0.7904,-0.0072,0.0,0.0,0,2.65,2.65,0.0,0.818,0.52,TRAIN
12786,37,0.25,-18,-,1,-1,0.9,-30,Symm,4,1,0.35,-15.07699161,-12.0,-36.5,-16.3,0.6,1,0.2846,0.3022,-0.3912,-0.1412,-0.1321,0,0.35,0.35,-18.425,0.4767,0.386666667,TRAIN
876,54,0.5,-4,-,1,56,0.5,-16,-,1,1,-5.0,7.0,-12.0,2.0,-5.0,0.25,1,-0.0146,0.0004,0.0076,0.0,0.0,0,-5.0,-5.0,0.0,0.0646,0.282352941,TRAIN
4879,97,0.1,-6,-,1,-5,0.95,-14,-,1,0,-9.75,-28.93849548,-8.0,-102.0,-55.0,0.428571429,1,0.699,0.718,-1.0,-0.0977,-0.1008,0,-9.75,-9.75,-22.2,0.0127,0.2625,TRAIN
14471,9,1.0,9,-,1,74,0.1,1,Symm,8,0,-0.7,21.90399507,-8.0,68.5,56.88888889,0.111111111,1,-0.799,-0.799,0.7718,0.0,0.0,0,-0.7,-0.7,-1.42e-14,0.348,0.4625,TRAIN
10513,11,0.2,-9,-,1,-5,1.0,-5,Symm,8,0,8.88e-16,-6.677124344,0.5,-12.5,-6.0,0.944444444,1,0.6046,0.597,0.0038,-0.1932,-0.2044,0,8.88e-16,8.88e-16,-8.0,0.5095,0.525,TRAIN
8559,76,0.4,-46,-,1,16,0.25,-13,Symm,4,0,-8.55,-47.20271785,33.0,-58.5,-4.8,0.282608696,1,0.1834,0.1968,-0.0016,-0.1477,-0.1494,0,-8.55,-8.55,-36.6,0.4572,0.411764706,TRAIN
10167,16,0.01,0,-,1,16,0.01,4,Symm,8,1,3.96,-0.390688927,4.0,3.5,6.666666667,0.0,1,0.9908,0.989,0.8852,0.9894,0.9887,0,3.96,3.96,19.305,0.9738,0.85,TRAIN
10322,72,0.05,26,-,1,80,0.2,15,-,1,0,-0.3,15.97453243,-11.0,8.0,-1.5,0.576923077,1,-0.5984,-0.5912,0.0014,0.0,0.0,0,-0.3,-0.3,0.0,0.307,0.4,TRAIN
10694,-4,1.0,-4,-,1,16,0.05,-7,Symm,2,0,-1.85,5.013980455,-3.0,20.5,12.33333333,0.571428571,1,-0.905,-0.8978,0.3254,0.0499,0.051,0,-1.85,-1.85,2.35,0.3725,0.386666667,TRAIN
1437,-3,0.4,-11,-,1,97,0.2,-31,Symm,2,0,2.4,47.28130469,-20.0,100.5,61.33333333,0.35483871,1,-0.6062,-0.607,0.3474,0.1961,0.1981,0,2.4,2.4,51.4,0.4642,0.625,TRAIN
4306,-10,1.0,-10,-,1,27,0.2,-7,-,1,0,9.8,13.6,3.0,37.0,20.0,0.7,1,1.0,1.0,1.0,0.2008,0.2015,1,9.8,9.8,14.8,1.0,0.894117647,TRAIN
11155,19,0.99,-11,-,1,34,0.05,15,-,1,0,-2.75,1.155991685,26.0,15.0,20.5,0.0,1,-0.8742,-0.8752,1.0,0.0109,0.0109,0,-2.75,-2.75,0.9,0.4215,0.455555556,TRAIN
5873,24,1.0,24,-,1,33,0.75,5,R-skew,2,0,2.0,12.15524578,-19.0,10.0,-0.333333333,0.208333333,1,0.5038,0.5094,0.3492,0.0,0.0,0,2.0,2.0,0.0,0.6355,0.655555556,TRAIN
7939,14,1.0,14,-,1,14,1.0,14,Symm,6,0,-3.55e-15,1.118033989,-2.5,2.5,0.0,0.821428571,1,-0.0094,0.0046,0.0016,0.0,0.0,0,-3.55e-15,-3.55e-15,-8.88e-16,0.5056,0.42962963,TRAIN
1937,6,1.0,6,-,1,23,0.4,-25,R-skew,3,0,-11.8,23.56607731,-31.0,21.0,5.5,0.0,1,-0.2024,-0.204,0.4968,-0.6011,-0.6033,0,-11.8,-11.8,-62.4,0.1926,0.3875,TRAIN
6249,-3,1.0,-3,-,1,6,0.1,-3,Symm,8,0,0.9,2.732215218,0.0,12.5,8.0,1.0,1,0.0984,0.0966,0.8876,0.1019,0.0982,1,0.9,0.9,2.5,1.0,0.941176471,TRAIN
11863,20,1.0,20,-,1,33,0.25,14,Symm,8,0,-1.25,8.25378701,-6.0,16.5,10.88888889,0.7,1,-0.5152,-0.5054,0.7798,0.0,0.0,0,-1.25,-1.25,0.0,0.4863,0.56,TRAIN
2176,1,1.0,1,-,1,1,1.0,1,R-skew,8,0,0.0,26.17250466,-7.0,247.0,54.75,0.0,1,-0.749,-0.7478,0.2554,-0.8722,-0.876,0,0.0,0.0,-412.75,0.2499,0.5375,TRAIN
10587,-9,1.0,-9,-,1,22,0.1,1,-,1,0,12.1,6.3,10.0,31.0,20.5,0.0,1,1.0,1.0,1.0,1.0,1.0,1,12.1,12.1,62.0,1.0,0.975,TRAIN
5591,3,1.0,3,-,1,7,0.8,-34,-,1,0,-4.2,16.4,-37.0,4.0,-16.5,0.0,1,0.6094,0.6124,-0.0046,-0.2002,-0.1924,0,-4.2,-4.2,-16.4,0.2088,0.52,TRAIN
8825,-6,1.0,-6,-,1,26,0.2,-11,-,1,0,2.4,14.8,-5.0,32.0,13.5,0.545454545,1,-0.6074,-0.6038,-0.0128,0.199,0.1976,0,2.4,2.4,14.8,0.5735,0.466666667,TRAIN
26,15,1.0,15,-,1,39,0.6,-25,-,1,0,-1.6,31.35346871,-40.0,24.0,-8.0,0.0,1,0.217,0.196,-0.0088,-0.4001,-0.3948,0,-1.6,-1.6,-51.2,0.3831,0.533333333,TRAIN
12142,10,0.75,-38,-,1,56,0.25,-30,L-skew,4,0,-6.5,16.52490652,8.0,49.0,50.8,0.789473684,1,-0.0052,-0.1358,1.0,-0.4995,-0.5138,0,-6.5,-6.5,-97.0,0.4613,0.293333333,TRAIN
5123,34,0.4,-6,-,1,77,0.05,10,R-skew,2,0,3.35,-4.991894524,16.0,44.0,40.66666667,0.0,1,0.307,0.2306,1.0,0.5994,0.6002,0,3.35,3.35,100.8,0.7608,0.611764706,TRAIN
7697,55,0.01,10,-,1,43,0.01,10,Symm,6,0,-0.12,-1.192081995,0.0,-9.5,5.785714286,1.0,1,-0.0107,-0.0006,-0.1388,0.0,0.0,-1,-0.12,-0.12,7.11e-15,0.1548,0.3,TRAIN
14135,-1,1.0,-1,-,1,10,0.9,-16,-,1,0,8.4,7.8,-15.0,11.0,-2.0,0.0625,1,0.7966,0.8084,0.0122,0.8998,0.8976,0,8.4,8.4,46.8,0.876,0.85,TRAIN
8214,-5,1.0,-5,-,1,65,0.1,-15,Symm,6,0,-2.0,24.00260403,-10.0,72.5,58.57142857,0.333333333,1,-0.793,-0.7988,0.705,0.1003,0.1006,0,-2.0,-2.0,16.5,0.4028,0.4,TRAIN
1450,30,1.0,30,-,1,87,0.5,-20,R-skew,5,0,3.5,53.77034499,-50.0,83.0,44.5,0.0,1,0.0166,-0.0034,0.675,-0.4997,-0.4955,0,3.5,3.5,-133.0,0.5081,0.282352941,TRAIN
14358,7,1.0,7,-,1,40,0.4,-21,-,1,0,-3.6,29.88377486,-28.0,33.0,2.5,0.0,1,-0.197,-0.1982,-0.0062,-0.6038,-0.5924,0,-3.6,-3.6,-73.2,0.2975,0.225,TRAIN
3084,25,0.9,-8,-,1,34,0.5,-4,Symm,4,0,-6.7,9.10986586,4.0,10.5,17.9,0.5,1,0.186,0.1018,1.0,-0.3975,-0.4045,0,-6.7,-6.7,-34.8,0.3721,0.425,TRAIN
6197,12,1.0,12,-,1,102,0.4,-42,Symm,6,0,3.6,70.54884833,-54.0,92.5,69.42857143,0.0,1,-0.1866,-0.2062,0.7168,-0.5954,-0.6104,0,3.6,3.6,-175.8,0.4448,0.4375,TRAIN
3387,30,1.0,30,-,1,32,0.9,-29,-,1,0,-4.1,18.3,-59.0,2.0,-28.5,0.0,1,0.806,0.8036,-0.021,-0.1002,-0.1041,0,-4.1,-4.1,-12.2,0.1355,0.44,TRAIN
1267,30,1.0,30,-,1,60,0.5,2,Symm,4,0,1.0,29.0064648,-28.0,31.5,18.4,0.066666667,1,-0.0062,-0.005,0.6044,0.0,0.0,0,1.0,1.0,0.0,0.5346,0.5875,TRAIN
7768,15,1.0,15,-,1,28,0.6,-3,-,1,0,0.6,15.18683641,-18.0,13.0,-2.5,0.0,1,0.2006,0.1886,-0.016,-0.4032,-0.3973,0,0.6,0.6,-24.8,0.4371,0.447058824,TRAIN
3951,10,1.0,10,-,1,82,0.05,0,Symm,8,0,-5.9,17.87393353,-10.0,75.5,62.88888889,0.0,1,-0.9,-0.9032,0.7736,-0.9486,-0.9495,0,-5.9,-5.9,-81.225,0.1964,0.303125,TRAIN
1298,4,0.9,-18,-,1,2,1.0,2,R-skew,2,0,0.2,-5.6,19.0,-1.0,9.0,0.0,1,-0.8012,-0.8062,0.0142,0.097,0.0963,0,0.2,0.2,4.4,0.561,0.566666667,TRAIN
11368,63,0.2,-10,-,1,33,0.01,-7,-,1,1,-11.2,-25.22005025,3.0,-30.0,-13.5,0.7,1,0.6054,0.5964,-0.0098,-0.1864,-0.1854,0,-11.2,-11.2,-27.74,0.0139,0.28,TRAIN
11479,2,1.0,2,-,1,42,0.05,5,-,1,0,4.85,8.063963046,3.0,40.0,21.5,0.4,1,1.0,1.0,1.0,0.0,0.0,1,4.85,4.85,0.0,1.0,0.85,TRAIN
4417,8,1.0,8,-,1,31,0.6,-44,Symm,4,0,-7.0,36.74846936,-52.0,24.5,8.0,0.0,1,0.193,0.211,0.6004,-0.4004,-0.402,0,-7.0,-7.0,-61.2,0.3632,0.425,TRAIN
11775,19,1.0,19,-,1,68,0.01,19,-,1,0,0.49,4.875438442,0.0,49.0,24.5,1.0,1,0.0097,0.0083,0.5057,0.0,0.0,1,0.49,0.49,0.0,1.0,0.666666667,TRAIN
9428,3,1.0,3,-,1,4,0.99,-18,L-skew,5,0,0.78,7.887433043,-25.0,5.0,-8.0,0.0,1,0.4852,0.4844,-0.3186,-0.1328,-0.1354,0,0.78,0.78,-8.025,0.4936,0.693333333,TRAIN
13659,-5,1.0,-5,-,1,21,0.05,-3,-,1,0,3.2,5.230678732,2.0,26.0,14.0,0.6,1,1.0,1.0,1.0,0.053,0.0524,1,3.2,3.2,2.6,1.0,0.875,TRAIN
13152,51,0.4,-9,-,1,33,0.4,-4,-,1,0,-4.2,-11.26765282,5.0,-18.0,-6.5,0.444444444,1,0.1956,0.2038,-0.0014,0.0,-0.0013,0,-4.2,-4.2,0.0,0.3688,0.293333333,TRAIN
13624,26,0.05,-6,-,1,21,0.75,-47,R-skew,4,0,8.4,22.73687072,-41.0,6.0,-0.6,0.127659574,1,0.4964,0.4348,-0.006,0.7026,0.7014,0,8.4,8.4,110.6,0.7273,0.72,TRAIN
6645,25,0.2,5,-,1,15,0.1,3,L-skew,3,1,-4.8,-4.317609472,-2.0,-8.0,-3.5,0.6,1,-1.0,-1.0,-0.4956,0.0,0.0,-1,-4.8,-4.8,0.0,0.023,0.3875,TRAIN
8614,0,0.9,-19,-,1,10,0.6,-16,L-skew,3,0,1.5,7.177888026,3.0,12.0,12.5,0.842105263,1,0.396,0.2786,1.0,0.3033,0.2383,0,1.5,1.5,9.3,0.7092,0.729411765,TRAIN
1121,25,0.25,22,-,1,23,0.8,21,-,1,0,-0.15,-0.499038106,-1.0,-2.0,-1.5,0.954545455,1,0.1028,0.209,-1.0,0.0,0.0,0,-0.15,-0.15,0.0,0.4215,0.3625,TRAIN
12643,13,1.0,13,-,1,44,0.01,11,Symm,8,0,-1.67,3.286122335,-2.0,34.5,27.33333333,0.846153846,1,-0.978,-0.981,0.7646,0.0,0.0,0,-1.67,-1.67,-7.11e-15,0.4497,0.546666667,TRAIN
5063,0,0.5,-12,-,1,96,0.05,-14,-,1,0,-2.5,17.97394419,-2.0,96.0,47.0,0.857142857,1,-0.9,-0.8958,0.01,-0.4083,-0.4251,0,-2.5,-2.5,-44.0,0.2728,0.466666667,TRAIN
7535,-5,1.0,-5,-,1,-5,0.01,-11,-,1,0,-5.94,0.596992462,-6.0,0.0,-3.0,0.454545455,-1,-0.9889,-0.9916,-0.5017,0.0,0.0,-1,-5.94,-5.94,0.0,0.0,0.15,TRAIN
800,28,1.0,28,-,1,46,0.5,19,L-skew,3,0,4.5,13.61065759,-9.0,20.0,10.75,0.678571429,1,-0.0012,-0.0102,0.499,0.0,0.0,0,4.5,4.5,0.0,0.7442,0.729411765,TRAIN
13055,17,1.0,17,-,1,23,0.9,10,-,1,0,4.7,3.9,-7.0,6.0,-0.5,0.588235294,1,0.8058,0.799,0.0076,0.0,0.0,0,4.7,4.7,0.0,0.8923,0.813333333,TRAIN
11658,-1,0.01,-8,-,1,49,0.2,-17,-,1,0,4.13,25.70350879,-9.0,50.0,20.5,0.470588235,1,-0.5944,-0.5962,0.0092,0.202,0.1987,0,4.13,4.13,26.4,0.5095,0.49,TRAIN
1012,35,0.2,-4,-,1,4,0.75,3,R-skew,5,-1,-0.05,-8.990347967,4.0,-5.0,-6.333333333,0.0,1,0.5972,0.589,-0.011,0.7976,0.6024,0,-0.05,-0.05,47.775,0.6905,0.7625,TRAIN
1692,27,1.0,27,-,1,61,0.01,23,-,1,0,-3.62,3.780952261,-4.0,34.0,15.0,0.851851852,1,-0.9816,-0.9818,0.004,0.0,0.0,0,-3.62,-3.62,0.0,0.2454,0.293333333,TRAIN
9764,5,1.0,5,-,1,56,0.5,-28,R-skew,7,0,9.0,43.8520239,-33.0,171.0,65.25,0.0,1,-0.0042,0.0078,0.7564,-0.5028,-0.492,0,9.0,9.0,-204.0,0.5592,0.588235294,TRAIN
3317,13,0.4,-2,-,1,16,0.6,-15,R-skew,5,-1,-0.4,8.943860255,-13.0,29.0,10.66666667,0.133333333,1,-0.0136,0.199,0.6688,0.1941,0.1902,0,-0.4,-0.4,22.8,0.5502,0.586666667,TRAIN
633,21,0.75,16,-,1,27,0.2,17,Symm,4,0,-0.75,1.85364275,1.0,7.5,6.5,0.941176471,1,-0.1014,-0.1994,1.0,0.0,0.0,0,-0.75,-0.75,3.55e-15,0.5067,0.475,TRAIN
11909,80,0.1,19,-,1,38,0.4,16,Symm,4,0,-0.3,-7.508336551,-3.0,-40.5,-15.9,0.842105263,1,-0.4048,-0.2818,-0.3986,0.0,0.0,0,-0.3,-0.3,0.0,0.4144,0.475,TRAIN
591,20,1.0,20,-,1,81,0.05,25,Symm,4,0,7.8,12.20645321,5.0,62.5,49.8,0.8,1,1.0,1.0,1.0,0.0,0.0,1,7.8,7.8,0.0,1.0,0.9,TRAIN
9023,11,0.1,1,-,1,56,0.01,-2,L-skew,5,-1,-3.42,2.82096212,-3.0,49.0,35.0,0.0,1,-0.9804,-0.9788,0.6632,-0.9885,-0.9917,0,-3.42,-3.42,-122.76,0.1831,0.317647059,TRAIN
11982,16,0.9,-22,-,1,12,1.0,12,Symm,8,0,-0.2,-10.07712434,30.5,-0.5,15.0,0.0,1,-0.8104,-0.7972,-0.0138,0.0987,0.1013,0,-0.2,-0.2,7.6,0.4977,0.613235294,TRAIN
91,24,1.0,24,-,1,49,0.5,-5,-,1,0,-2.0,27.0,-29.0,25.0,-2.0,0.0,1,0.0152,-0.012,0.0024,-0.4955,-0.5002,0,-2.0,-2.0,-54.0,0.3298,0.45,TRAIN
10565,0,0.99,-18,-,1,45,0.2,-9,-,1,0,1.98,19.80902261,9.0,45.0,27.0,0.5,1,-0.577,-0.5836,1.0,-0.5945,-0.5904,0,1.98,1.98,-37.17,0.4839,0.5625,TRAIN
8012,23,0.5,-5,-,1,33,0.2,-3,Symm,2,-1,-4.8,0.401736006,2.0,10.5,12.0,0.6,1,0.4008,0.0,1.0,-0.3012,-0.2973,0,-4.8,-4.8,-23.1,0.3432,0.458823529,TRAIN
7031,18,1.0,18,-,1,13,0.75,12,-,1,0,-5.25,0.433012702,-6.0,-5.0,-5.5,0.666666667,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-5.25,-5.25,0.0,0.0,0.05,TRAIN
10680,29,1.0,29,-,1,60,0.2,26,-,1,0,3.8,13.6,-3.0,31.0,14.0,0.896551724,1,-0.6,-0.6068,-0.0026,0.0,0.0,0,3.8,3.8,0.0,0.8108,0.56,TRAIN
67,-2,1.0,-2,-,1,-4,0.9,-35,-,1,0,-5.1,9.3,-33.0,-2.0,-17.5,0.057142857,-1,-1.0,-1.0,-1.0,0.0,0.0,-1,-5.1,-5.1,0.0,0.0,0.175,TRAIN
4717,62,0.25,-10,-,1,18,0.25,3,-,1,-1,-1.25,-24.68172401,13.0,-44.0,-15.5,0.0,1,0.501,0.4814,-0.0006,0.7443,0.7387,0,-1.25,-1.25,108.0,0.6847,0.588888889,TRAIN
8454,22,1.0,22,-,1,26,0.99,20,-,1,0,3.94,0.596992462,-2.0,4.0,1.0,0.909090909,1,0.9808,0.978,-0.0082,0.0,0.0,0,3.94,3.94,0.0,0.9357,0.822222222,TRAIN
14394,46,0.6,-24,-,1,24,0.9,-13,-,1,0,2.3,-23.1928564,11.0,-22.0,-5.5,0.541666667,1,-0.2024,-0.2168,-0.0006,0.3075,0.3042,0,2.3,2.3,42.0,0.5061,0.514074074,TRAIN
7134,18,1.0,18,-,1,14,0.2,7,Symm,2,0,-9.6,2.808914381,-11.0,-3.5,-6.333333333,0.388888889,1,-1.0,-1.0,-1.0,0.0,0.0,-1,-9.6,-9.6,0.0,0.0,0.18,TRAIN
9445,6,1.0,6,-,1,35,0.1,0,-,1,0,-2.5,10.5,-6.0,29.0,11.5,0.0,1,-0.8048,-0.8004,-0.0102,-0.8992,-0.8955,0,-2.5,-2.5,-31.5,0.192,0.176470588,TRAIN
1738,20,1.0,20,-,1,16,0.99,-18,-,1,0,-4.34,3.382957286,-38.0,-4.0,-21.0,0.0,1,-1.0,-1.0,-1.0,-0.0086,-0.0111,-1,-4.34,-4.34,-0.76,0.0,0.075,TRAIN
5841,12,1.0,12,-,1,109,0.1,-1,-,1,0,-2.0,33.0,-13.0,97.0,42.0,0.0,1,-0.8052,-0.8046,-0.0056,-0.9044,-0.8937,0,-2.0,-2.0,-198.0,0.1892,0.4375,TRAIN
3743,10,1.0,10,-,1,18,0.99,-10,Symm,4,0,7.72,2.916179007,-20.0,9.5,2.4,0.0,1,0.9822,0.9774,0.5992,-0.01,-0.0119,0,7.72,7.72,-0.59,0.8753,0.715789474,TRAIN
10689,65,0.4,-13,-,1,115,0.2,-17,R-skew,7,0,-8.8,15.18683641,-4.0,170.0,97.25,0.764705882,1,-0.6072,-0.5914,0.7526,-0.2024,-0.1911,0,-8.8,-8.8,-100.8,0.453,0.346666667,TRAIN
7968,24,1.0,24,-,1,32,0.8,16,Symm,6,0,4.8,6.477653896,-8.0,10.5,5.714285714,0.666666667,1,0.5982,0.5964,0.7056,0.0,0.0,0,4.8,4.8,-3.55e-15,0.8961,0.8125,TRAIN
8797,3,1.0,3,-,1,3,0.5,-9,-,1,0,-6.0,6.0,-12.0,0.0,-6.0,0.0,1,-0.4853,-0.5056,-0.5015,-0.503,-0.499,-1,-6.0,-6.0,-12.0,0.0,0.025,TRAIN
1986,-1,1.0,-1,-,1,1,0.2,-17,-,1,0,-12.4,7.2,-16.0,2.0,-7.0,0.058823529,1,-0.587,-0.6022,-0.0064,0.2025,0.1948,0,-12.4,-12.4,7.2,0.0251,0.213333333,TRAIN
14113,116,0.05,-12,-,1,94,0.2,-28,-,1,0,2.0,20.90304676,-16.0,-22.0,-19.0,0.428571429,1,-0.7128,-0.6168,-1.0,0.1447,0.1498,0,2.0,2.0,43.2,0.2447,0.475,TRAIN
8805,-2,1.0,-2,-,1,20,0.6,-28,Symm,6,0,2.8,23.53104333,-26.0,24.5,15.14285714,0.071428571,1,0.2078,0.219,0.7172,0.6102,0.5984,0,2.8,2.8,60.6,0.6387,0.6875,TRAIN
